ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,simple,SM-WAT-001,Alpine Automatic 41,1,1,visible,"Steel · snow-grey · 200m WR","A refined automatic chronometer finished in the Swiss tradition. 41mm stainless steel case, in-house calibre, and sapphire crystal with anti-reflective coating. Designed for daily wear with atelier-level finishing.",,,taxable,,1,12,,0,0,0.12,41,41,12,1,,,6200,Watches,"Automatic, Iconic",,,,,,,,,,,0,,,,,,
,simple,SM-WAT-002,Monte Rosa 36,1,1,visible,"Rose gold · ivory dial · 50m WR","A compact dress watch with a warm rose-gold case and ivory dial. Hand-finished indexes, sapphire crystal, and alligator strap. Limited annual production from our Geneva atelier.",,,taxable,,1,5,,0,0,0.09,36,36,10,1,,,66000,Watches,"Dress, Limited",,,,,,,,,,,0,,,,,,
,simple,SM-WAT-003,Lausanne Perpetual,1,0,visible,"Perpetual calendar · platinum","A perpetual calendar masterpiece with platinum case and lacquered dial. Fully in-house movement, 72-hour power reserve, and certificate of origin.",,,taxable,,1,3,,0,0,0.15,40,40,13,1,,,128000,Watches,"Perpetual, Iconic",,,,,,,,,,,0,,,,,,
,simple,SM-WAT-004,Bern Tourbillon 43,1,0,visible,"Flying tourbillon · black DLC","A contemporary tourbillon with black DLC coating and sapphire exhibition caseback. Precision regulated by our master horologists.",,,taxable,,1,4,,0,0,0.14,43,43,14,1,,,89000,Watches,"Tourbillon, Atelier",,,,,,,,,,,0,,,,,,
,simple,SM-ACC-001,Astra Luna Pearl,1,1,visible,"Mother-of-pearl cufflinks","Hand-set mother-of-pearl cufflinks in polished sterling silver. Presented in a signed Swiss Masters case.",,,taxable,,1,25,,0,0,0.05,3,5,2,1,,,1890,Accessories,"Cufflinks, Gift",,,,,,,,,,,0,,,,,,
,simple,SM-ACC-002,Geneva Travel Roll,1,0,visible,"Vegetable-tanned leather","A three-watch travel roll in vegetable-tanned leather with suede lining and brass hardware. Fits up to 44mm cases.",,,taxable,,1,18,,0,0,0.4,28,12,8,1,,,2450,Accessories,"Leather, Travel",,,,,,,,,,,0,,,,,,
,simple,SM-JEW-001,Statement Necklaces,1,1,visible,"18k gold · diamond pave","An atelier necklace in 18k gold with diamond pavé accents. Designed as a modern heirloom for evening and ceremony.",,,taxable,,1,8,,0,0,0.08,45,4,1,1,,,1200,Fashion Jewellery,"Necklace, Atelier",,,,,,,,,,,0,,,,,,
,simple,SM-JEW-002,Horizon Gold Bracelet,1,0,visible,"Solid gold link bracelet","A solid gold link bracelet with brushed and polished facets. Secure clasp with Swiss Masters engraving.",,,taxable,,1,10,,0,0,0.06,19,1.5,0.5,1,,,7800,Fashion Jewellery,"Bracelet, Gold",,,,,,,,,,,0,,,,,,
,simple,SM-BAG-001,Evening Bags,1,1,visible,"Black clutch · silver chain","A compact evening clutch in black calfskin with detachable silver chain. Lined in silk with an interior card slot.",,,taxable,,1,14,,0,0,0.35,22,14,5,1,,,1780,Hand Bags,"Evening, Clutch",,,,,,,,,,,0,,,,,,
,simple,SM-BAG-002,Atelier Day Tote,1,0,visible,"Structured leather tote","A structured day tote in full-grain leather with suede interior and gold-tone hardware. Fits a 13-inch laptop.",,,taxable,,1,11,,0,0,0.9,38,16,30,1,,,3200,Hand Bags,"Tote, Everyday",,,,,,,,,,,0,,,,,,
,simple,SM-SUN-001,Classic Frames,1,0,visible,"Acetate · UV400","Hand-polished acetate frames with UV400 lenses and gold-tone temples. Lightweight for all-day wear.",,,taxable,,1,30,,0,0,0.04,14,5,4,1,,,100,Sunglasses,"Classic, Acetate",,,,,,,,,,,0,,,,,,
,simple,SM-SUN-002,Aviator Reserve,1,0,visible,"Titanium · gradient lens","Titanium aviators with gradient mineral lenses and adjustable nose pads. Presented in a hard shell case.",,,taxable,,1,20,,0,0,0.03,14,5.5,4,1,,,890,Sunglasses,"Aviator, Titanium",,,,,,,,,,,0,,,,,,
,simple,SM-PER-001,Evening Elegance,1,0,visible,"Eau de parfum · 100ml","A woody-floral eau de parfum with notes of bergamot, iris, and cedar. Crafted for evening occasions.",,,taxable,,1,40,,0,0,0.35,8,8,12,1,,,1520,Perfumes,"Fragrance, Evening",,,,,,,,,,,0,,,,,,
,simple,SM-PER-002,Vallée de Joux,1,0,visible,"Eau de parfum · 50ml","A resinous, alpine-inspired fragrance recalling pine, leather, and cold mountain air. Limited seasonal batch.",,,taxable,,1,22,,0,0,0.25,6,6,10,1,,,980,Perfumes,"Fragrance, Limited",,,,,,,,,,,0,,,,,,
,simple,SM-ART-001,Regional Masterpieces,1,1,visible,"Oil on canvas · framed","An antique oil painting of alpine architecture under moonlight. Framed in gilt wood and authenticated by our archive.",,,taxable,,1,2,,0,0,4.5,90,70,8,1,,,18900,Antique Paintings,"Art, Iconic",,,,,,,,,,,0,,,,,,
,simple,SM-ART-002,Portrait of a Patron,1,0,visible,"19th-century portrait","A 19th-century oil portrait of a Genevan patron. Conserved and certified with provenance documentation.",,,taxable,,1,1,,0,0,5.2,80,65,7,1,,,24500,Antique Paintings,"Portrait, Archive",,,,,,,,,,,0,,,,,,
